study,author,year,n_1,n_2,yi,paper,n_t
neuroscience,Sampath,2010,10,14,0.325657672,Sampath_2010,24
neuroscience,Caldji,1998,10,6,6.102189737,Caldji_1998,16
neuroscience,Caldji,1998,7,8,2.53269838,Caldji_1998,15
neuroscience,Wigger,1999,8,9,2.465491353,Wigger_1999,17
neuroscience,Wigger,1999,9,9,0.802581556,Wigger_1999,18
neuroscience,Wigger,1999,8,9,-0.047485139,Wigger_1999,17
neuroscience,Wigger,1999,9,9,-0.346506904,Wigger_1999,18
neuroscience,Lehmann,1999,12,12,-0.117941529,Lehmann_1999,24
neuroscience,Lehmann,1999,12,12,0.209729844,Lehmann_1999,24
neuroscience,Lehmann,1999,12,12,-0.635537428,Lehmann_1999,24
neuroscience,Lehmann,1999,12,12,-0.01698879,Lehmann_1999,24
neuroscience,Lehmann,1999,8,8,-0.074250487,Lehmann_1999,16
neuroscience,Lehmann,1999,8,8,0.448996503,Lehmann_1999,16
neuroscience,Lehmann,1999,8,8,1.008061917,Lehmann_1999,16
neuroscience,Lehmann,1999,8,8,0.222108044,Lehmann_1999,16
neuroscience,Caldji,2000,8,9,-0.474187774,Caldji_2000,17
neuroscience,Caldji,2000,9,9,-0.86894388,Caldji_2000,18
neuroscience,Huot,2001,12,13,3.172399572,Huot_2001,25
neuroscience,Shalev,2002,15,16,-0.095750617,Shalev_2002,31
neuroscience,Ploj,2002,13,13,-0.997397749,Ploj_2002,26
neuroscience,Huot RL,2002,4,6,4.223741063,Huot RL_2002,10
neuroscience,Huang,2002,8,9,-0.160225163,Huang_2002,17
neuroscience,Venerosi,2003,8,9,-0.73658149,Venerosi_2003,17
neuroscience,Bredy,2003,9,9,1.337067261,Bredy_2003,18
neuroscience,Bredy,2003,9,9,-0.381372655,Bredy_2003,18
neuroscience,Romeo,2003,11,18,0.747503526,Romeo_2003,29
neuroscience,Romeo,2003,5,8,-0.963933325,Romeo_2003,13
neuroscience,Romeo,2003,6,8,-0.257670061,Romeo_2003,14
neuroscience,Pryce,2003,8,8,0.253821595,Pryce_2003,16
neuroscience,Pryce,2003,8,8,-0.84174384,Pryce_2003,16
neuroscience,Pryce,2003,6,6,0.713618034,Pryce_2003,12
neuroscience,Pryce,2003,6,6,0.512340042,Pryce_2003,12
neuroscience,Pryce,2003,6,6,-0.914284765,Pryce_2003,12
neuroscience,Pryce,2003,6,6,-0.415432333,Pryce_2003,12
neuroscience,Pryce,2003,6,6,0.438441198,Pryce_2003,12
neuroscience,Pryce,2003,6,6,-0.863319495,Pryce_2003,12
neuroscience,Pryce,2003,6,6,0.247380126,Pryce_2003,12
neuroscience,Pryce,2003,6,6,-0.050213963,Pryce_2003,12
neuroscience,Barna,2003,9,9,-0.805712138,Barna_2003,18
neuroscience,Barna,2003,9,9,-0.070415178,Barna_2003,18
neuroscience,Barna,2003,10,10,1.973777617,Barna_2003,20
neuroscience,Barna,2003,10,10,0.618615836,Barna_2003,20
neuroscience,Parfitt,2004,25,15,0.125094285,Parfitt_2004,40
neuroscience,Zimmerberg,2004,6,6,-0.346420986,Zimmerberg_2004,12
neuroscience,Zimmerberg,2004,6,6,-0.365440727,Zimmerberg_2004,12
neuroscience,Zimmerberg,2004,6,6,-0.63636658,Zimmerberg_2004,12
neuroscience,Zimmerberg,2004,6,6,-0.024234576,Zimmerberg_2004,12
neuroscience,Ruedi-Bettschen,2005,8,8,0.025156295,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,-0.552129935,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,-0.16196671,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,0.921655536,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,-0.524351289,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,-0.567172638,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,-0.605158457,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,-0.442887422,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,-0.293033244,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,-0.86521287,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,0.723186691,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,0.134314957,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,0.300083829,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,0.032192479,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,0.854590031,Ruedi-Bettschen_2005,16
neuroscience,Ruedi-Bettschen,2005,8,8,0.949945055,Ruedi-Bettschen_2005,16
neuroscience,Mintz,2005,8,8,0,Mintz_2005,16
neuroscience,Mintz,2005,8,8,-0.610632424,Mintz_2005,16
neuroscience,Kosten,2005,9,10,0.191582875,Kosten_2005,19
neuroscience,Kosten,2005,9,10,-0.172197837,Kosten_2005,19
neuroscience,Kosten,2005,9,10,0.020925051,Kosten_2005,19
neuroscience,Kosten,2005,9,10,-0.739200167,Kosten_2005,19
neuroscience,Kosten,2005,9,10,-0.265507912,Kosten_2005,19
neuroscience,Kosten,2005,9,10,-0.447625034,Kosten_2005,19
neuroscience,Fries,2004,7,8,1.113841849,Fries_2004,15
neuroscience,Park,2005,6,6,1.891782323,Park_2005,12
neuroscience,Suarez,2004,7,10,-0.445680472,Suarez_2004,17
neuroscience,Suarez,2004,6,16,-0.243165801,Suarez_2004,22
neuroscience,Renard,2005,9,7,0.857005684,Renard_2005,16
neuroscience,Renard,2005,14,6,-0.399616497,Renard_2005,20
neuroscience,Renard,2005,7,10,-0.407042487,Renard_2005,17
neuroscience,Renard,2005,6,16,-0.262589893,Renard_2005,22
neuroscience,Madruga,2006,15,15,0.045742642,Madruga_2006,30
neuroscience,Madruga,2006,13,16,0.414464343,Madruga_2006,29
neuroscience,Brunson,2005,8,11,-0.237931504,Brunson_2005,19
neuroscience,Brunson,2005,8,11,-0.200982486,Brunson_2005,19
neuroscience,Brunson,2005,8,11,0.88118124,Brunson_2005,19
neuroscience,Brunson,2005,9,15,0.177595744,Brunson_2005,24
neuroscience,Kosten,2006,8,6,0.134829651,Kosten_2006,14
neuroscience,Kosten,2006,8,6,-0.906474384,Kosten_2006,14
neuroscience,Kosten,2006,8,6,0.183218036,Kosten_2006,14
neuroscience,Kosten,2006,8,6,-0.669874142,Kosten_2006,14
neuroscience,Kosten,2006,8,6,-0.32793112,Kosten_2006,14
neuroscience,Kosten,2006,8,6,0.333723558,Kosten_2006,14
neuroscience,Slotten,2006,22,21,0.143158286,Slotten_2006,43
neuroscience,Slotten,2006,25,24,0.541112893,Slotten_2006,49
neuroscience,Roman,2006,15,15,0.125604996,Roman_2006,30
neuroscience,Schable,2007,9,9,-0.43994454,Schable_2007,18
neuroscience,Schable,2007,9,9,0.021114328,Schable_2007,18
neuroscience,Schable,2007,9,8,0.060913226,Schable_2007,17
neuroscience,Schable,2007,9,9,-0.037637463,Schable_2007,18
neuroscience,Millstein,2007,13,13,-0.314296292,Millstein_2007,26
neuroscience,Millstein,2007,13,13,-0.878901418,Millstein_2007,26
neuroscience,Millstein,2007,13,13,0.279988903,Millstein_2007,26
neuroscience,Millstein,2007,13,13,1.031704532,Millstein_2007,26
neuroscience,Millstein,2007,13,13,1.053442497,Millstein_2007,26
neuroscience,Millstein,2007,13,13,-0.658011672,Millstein_2007,26
neuroscience,Millstein,2007,13,13,0.068843063,Millstein_2007,26
neuroscience,Millstein,2007,13,13,-0.518321822,Millstein_2007,26
neuroscience,Millstein,2007,13,13,-0.171180498,Millstein_2007,26
neuroscience,Millstein,2007,13,13,-0.37414062,Millstein_2007,26
neuroscience,Millstein,2007,14,15,-0.308770379,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.652213152,Millstein_2007,29
neuroscience,Millstein,2007,14,15,0.244567457,Millstein_2007,29
neuroscience,Millstein,2007,14,15,0.443544804,Millstein_2007,29
neuroscience,Millstein,2007,14,15,0.26410751,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.126583807,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.080454703,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.858822247,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.113589705,Millstein_2007,29
neuroscience,Millstein,2007,14,15,0.164397029,Millstein_2007,29
neuroscience,Millstein,2007,14,15,0.086618818,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.549483461,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.254860163,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.606851329,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.538564935,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.259581835,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.137394229,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.410255001,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.325285048,Millstein_2007,29
neuroscience,Millstein,2007,14,15,0.721999887,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.236661852,Millstein_2007,29
neuroscience,Millstein,2007,14,15,0.298324454,Millstein_2007,29
neuroscience,Millstein,2007,14,15,0.061344446,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.308375174,Millstein_2007,29
neuroscience,Millstein,2007,14,15,0.361726365,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.51407699,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.282273296,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.131887353,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.157923571,Millstein_2007,29
neuroscience,Millstein,2007,14,15,-0.334678577,Millstein_2007,29
neuroscience,Veenema,2006,8,11,1.103726902,Veenema_2006,19
neuroscience,Veenema,2006,8,10,1.524463854,Veenema_2006,18
neuroscience,Veenema,2006,8,11,1.111146182,Veenema_2006,19
neuroscience,Ruedi-Bettschen,2006,8,8,-0.181428113,Ruedi-Bettschen_2006,16
neuroscience,Ruedi-Bettschen,2006,8,8,2.929063517,Ruedi-Bettschen_2006,16
neuroscience,Aisa,2007,10,10,0.459442519,Aisa_2007,20
neuroscience,Aisa,2007,10,10,-1.1189948,Aisa_2007,20
neuroscience,Aisa,2007,10,10,0.652816888,Aisa_2007,20
neuroscience,Aisa,2007,10,10,1.330788676,Aisa_2007,20
neuroscience,Aisa,2007,12,12,1.217779439,Aisa_2007,24
neuroscience,Diehl,2007,12,12,0.086934037,Diehl_2007,24
neuroscience,Diehl,2007,12,12,0.022137309,Diehl_2007,24
neuroscience,Diehl,2007,12,12,0.707267546,Diehl_2007,24
neuroscience,Diehl,2007,12,12,-0.313386315,Diehl_2007,24
neuroscience,Diehl,2007,12,12,0.333128445,Diehl_2007,24
neuroscience,Diehl,2007,12,12,-0.435471248,Diehl_2007,24
neuroscience,Veenema AH,2007,18,29,0.884389795,Veenema AH_2007,47
neuroscience,Veenema AH,2007,20,18,1.189798978,Veenema AH_2007,38
neuroscience,Veenema AH,2007,18,29,0.070224513,Veenema AH_2007,47
neuroscience,Veenema AH,2007,20,18,1.263084244,Veenema AH_2007,38
neuroscience,Veenema AH,2007,18,20,-0.700400483,Veenema AH_2007,38
neuroscience,Faure,2007,10,10,0.677158283,Faure_2007,20
neuroscience,Faure,2007,10,10,0.350786397,Faure_2007,20
neuroscience,Kosten,2007,9,9,1.110246196,Kosten_2007,18
neuroscience,Kosten,2007,10,10,0.853969715,Kosten_2007,20
neuroscience,Kosten,2007,14,14,-0.241127783,Kosten_2007,28
neuroscience,Kosten,2007,18,18,0.309526301,Kosten_2007,36
neuroscience,Kosten,2007,15,11,0.636253739,Kosten_2007,26
neuroscience,Kosten,2007,16,11,0.760829214,Kosten_2007,27
neuroscience,Uriarte,2007,10,9,0.658220929,Uriarte_2007,19
neuroscience,Uriarte,2007,9,8,1.001315232,Uriarte_2007,17
neuroscience,Parfitt,2007,5,11,-0.310210406,Parfitt_2007,16
neuroscience,Parfitt,2007,5,11,-0.378307297,Parfitt_2007,16
neuroscience,Parfitt,2007,5,10,0.078986891,Parfitt_2007,15
neuroscience,Parfitt,2007,5,10,-0.06564243,Parfitt_2007,15
neuroscience,Parfitt,2007,5,11,0.398744154,Parfitt_2007,16
neuroscience,Parfitt,2007,5,11,-0.175939025,Parfitt_2007,16
neuroscience,Parfitt,2007,5,10,0.669730891,Parfitt_2007,15
neuroscience,Parfitt,2007,5,10,-0.109486796,Parfitt_2007,15
neuroscience,Parfitt,2007,5,10,-0.076165524,Parfitt_2007,15
neuroscience,Parfitt,2007,5,10,-1.449956422,Parfitt_2007,15
neuroscience,Parfitt,2007,5,10,-0.15405732,Parfitt_2007,15
neuroscience,Parfitt,2007,5,10,-0.432998764,Parfitt_2007,15
neuroscience,Guijarro,2007,20,27,-0.601962354,Guijarro_2007,47
neuroscience,Guijarro,2007,16,25,-0.649663207,Guijarro_2007,41
neuroscience,Guijarro,2007,8,8,-0.600826862,Guijarro_2007,16
neuroscience,Barha,2007,8,8,-0.273263675,Barha_2007,16
neuroscience,Barha,2007,8,8,-1.495390108,Barha_2007,16
neuroscience,Imanaka,2008,14,14,0.72591939,Imanaka_2008,28
neuroscience,Imanaka,2008,15,16,2.431127313,Imanaka_2008,31
neuroscience,Imanaka,2008,12,16,0.343393604,Imanaka_2008,28
neuroscience,Imanaka,2008,12,13,1.44182236,Imanaka_2008,25
neuroscience,Enthoven,2008,10,10,0.40288488,Enthoven_2008,20
neuroscience,Enthoven,2008,10,10,0.360493299,Enthoven_2008,20
neuroscience,Veenema,2008,12,13,-0.409120433,Veenema_2008,25
neuroscience,Veenema,2008,16,15,-0.165085737,Veenema_2008,31
neuroscience,Marais,2008,7,7,0.850744608,Marais_2008,14
neuroscience,Marais,2008,7,7,0.26508456,Marais_2008,14
neuroscience,Toth,2008,10,10,-1.182492053,Toth_2008,20
neuroscience,Toth,2008,10,10,1.47590214,Toth_2008,20
neuroscience,Toth,2008,10,10,-6.366331081,Toth_2008,20
neuroscience,Toth,2008,10,10,-6.010670127,Toth_2008,20
neuroscience,Toth,2008,10,10,1.853191402,Toth_2008,20
neuroscience,Toth,2008,10,10,0.163634512,Toth_2008,20
neuroscience,Choy,2008,10,9,-0.169369653,Choy_2008,19
neuroscience,Choy,2008,10,9,0.077522593,Choy_2008,19
neuroscience,Choy,2008,8,8,0.782202696,Choy_2008,16
neuroscience,Macri,2008,6,14,0.283224832,Macri_2008,20
neuroscience,Champagne DL,2008,7,6,1.573862804,Champagne DL_2008,13
neuroscience,Champagne DL,2008,8,6,-0.136416911,Champagne DL_2008,14
neuroscience,Aisa,2008,10,10,0.706662568,Aisa_2008,20
neuroscience,Aisa,2008,10,10,-0.400580592,Aisa_2008,20
neuroscience,Aisa,2008,12,12,1.526912223,Aisa_2008,24
neuroscience,Rice,2008,10,13,-0.423344874,Rice_2008,23
neuroscience,Rice,2008,6,8,1.574079637,Rice_2008,14
neuroscience,Rice,2008,10,13,-0.281592458,Rice_2008,23
neuroscience,Benetti,2009,10,12,2.427651047,Benetti_2009,22
neuroscience,Benetti,2009,10,10,1.131706226,Benetti_2009,20
neuroscience,Benetti,2009,10,10,1.519588774,Benetti_2009,20
neuroscience,Benetti,2009,10,10,0.188208286,Benetti_2009,20
neuroscience,Troakes,2009,9,11,0.186947697,Troakes_2009,20
neuroscience,Lambï,2009,8,8,1.477874509,Lambï_2009,16
neuroscience,Lambï,2009,13,17,0.706700704,Lambï_2009,30
neuroscience,Cotella,2009,11,7,1.027888476,Cotella_2009,18
neuroscience,Cotella,2009,10,11,-0.590835717,Cotella_2009,21
neuroscience,Bagot,2009,12,10,0.782932862,Bagot_2009,22
neuroscience,Bagot,2009,12,10,-0.309980623,Bagot_2009,22
neuroscience,Aisa,2009,10,10,1.756472884,Aisa_2009,20
neuroscience,Mello,2009,13,13,-0.649214899,Mello_2009,26
neuroscience,Mello,2009,13,13,0.776111565,Mello_2009,26
neuroscience,Mello,2009,13,13,-20.63251861,Mello_2009,26
neuroscience,Aisa,2009,10,10,-1.677898073,Aisa_2009,20
neuroscience,Stevenson,2009,20,21,0.010135956,Stevenson_2009,41
neuroscience,Grace,2009,13,11,0.331483323,Grace_2009,24
neuroscience,Grace,2009,13,9,0.010928588,Grace_2009,22
neuroscience,Grace,2009,13,11,0.842779756,Grace_2009,24
neuroscience,Trujillo,2009,9,9,-0.017682148,Trujillo_2009,18
neuroscience,Trujillo,2009,7,9,-0.051841496,Trujillo_2009,16
neuroscience,Esquivel,2009,4,4,0.326911966,Esquivel_2009,8
neuroscience,Maniam,2010,9,10,-1.649337195,Maniam_2010,19
neuroscience,Maniam,2010,9,10,-0.013959891,Maniam_2010,19
neuroscience,Maniam,2010,9,10,-1.364397631,Maniam_2010,19
neuroscience,Maniam,2010,9,10,-0.118844029,Maniam_2010,19
neuroscience,O'Malley,2010,5,5,1.075277691,O'Malley_2010,10
neuroscience,Oomen,2010,10,10,0.551380554,Oomen_2010,20
neuroscience,Oomen,2010,10,10,0.92171369,Oomen_2010,20
neuroscience,Oomen,2010,10,10,1.322155488,Oomen_2010,20
neuroscience,Oomen,2010,10,10,-0.246022912,Oomen_2010,20
neuroscience,Mourlon,2010,10,10,-0.220875335,Mourlon_2010,20
neuroscience,Mourlon,2010,10,10,0.09290535,Mourlon_2010,20
neuroscience,Mourlon,2010,12,12,-0.359785221,Mourlon_2010,24
neuroscience,Mourlon,2010,12,12,0.235720687,Mourlon_2010,24
neuroscience,Mourlon,2010,12,12,-0.05287991,Mourlon_2010,24
neuroscience,Mourlon,2010,12,12,0.375235946,Mourlon_2010,24
neuroscience,Oomen,2011,10,10,0.395234231,Oomen_2011,20
neuroscience,Oomen,2011,10,10,0.809959738,Oomen_2011,20
neuroscience,Oomen,2011,10,10,0.169444773,Oomen_2011,20
neuroscience,Oomen,2011,10,10,-0.478462552,Oomen_2011,20
neuroscience,Franklin,2010,14,29,0.725332737,Franklin_2010,43
neuroscience,Desbonnet,2010,11,7,1.402558153,Desbonnet_2010,18
neuroscience,Hulshof,2011,4,4,0.405503771,Hulshof_2011,8
neuroscience,Hulshof,2011,4,4,-0.157697708,Hulshof_2011,8
neuroscience,Hulshof,2011,8,8,-0.046728648,Hulshof_2011,16
neuroscience,Hulshof,2011,8,8,-1.11459929,Hulshof_2011,16
neuroscience,Hulshof,2011,8,8,0.030955627,Hulshof_2011,16
