study,author,year,n_1,n_2,yi,paper,n_t
neuroscience,Weston,2014,10,10,0.098827479,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.156667316,Weston_2014,20
neuroscience,Winter,2009,10,10,0.793235654,Winter_2009,20
neuroscience,Winter,2009,10,10,0.183451925,Winter_2009,20
neuroscience,Winter,2009,10,10,0.428242392,Winter_2009,20
neuroscience,Winter,2009,10,10,1.530194025,Winter_2009,20
neuroscience,Winter,2009,10,10,-0.303052667,Winter_2009,20
neuroscience,Winter,2009,10,10,0.383334671,Winter_2009,20
neuroscience,Winter,2009,10,10,0.902921471,Winter_2009,20
neuroscience,Winter,2009,10,10,0.726197334,Winter_2009,20
neuroscience,Winter,2009,10,10,0.196828515,Winter_2009,20
neuroscience,Winter,2009,10,10,1.378957504,Winter_2009,20
neuroscience,Winter,2009,10,10,-0.157417635,Winter_2009,20
neuroscience,Winter,2009,10,10,0.459787205,Winter_2009,20
neuroscience,Winter,2009,10,10,0.132825959,Winter_2009,20
neuroscience,Winter,2009,10,10,1.590196806,Winter_2009,20
neuroscience,Winter,2009,10,10,0.571286549,Winter_2009,20
neuroscience,Winter,2009,10,10,0.668866733,Winter_2009,20
neuroscience,Womersley,2011,10,7,0.592358943,Womersley_2011,17
neuroscience,Womersley,2011,7,8,-0.257368913,Womersley_2011,15
neuroscience,Zager,2012,4,4,1.310835215,Zager_2012,8
neuroscience,Zager,2012,4,4,2.607237788,Zager_2012,8
neuroscience,Zavitsanou,2013,6,6,-0.457776976,Zavitsanou_2013,12
neuroscience,Zavitsanou,2013,6,6,0.078925037,Zavitsanou_2013,12
neuroscience,Zavitsanou,2013,6,6,-0.127559771,Zavitsanou_2013,12
neuroscience,Zavitsanou,2013,6,6,0.318280837,Zavitsanou_2013,12
neuroscience,Zavitsanou,2013,6,6,2.235746579,Zavitsanou_2013,12
neuroscience,Zavitsanou,2013,6,6,1.20741644,Zavitsanou_2013,12
neuroscience,Zhang,2015,9,9,-0.136735682,Zhang_2015,18
neuroscience,Zhang,2015,9,9,17.11836119,Zhang_2015,18
neuroscience,Zhang,2015,9,9,0.841270754,Zhang_2015,18
neuroscience,Zhang,2015,9,9,-2.010313651,Zhang_2015,18
neuroscience,Zhang,2006,12,8,-0.725406002,Zhang_2006,20
neuroscience,Zhang,2006,8,13,0.877031911,Zhang_2006,21
neuroscience,Zhang,2006,7,6,-0.120478573,Zhang_2006,13
neuroscience,Zhang,2006,3,11,0.009905987,Zhang_2006,14
neuroscience,Zhang,2013,22,19,3.007661854,Zhang_2013,41
neuroscience,Zhang,2013,22,19,-0.098784248,Zhang_2013,41
neuroscience,Zhang,2013,22,19,-0.211927045,Zhang_2013,41
neuroscience,Zhang,2013,22,19,-0.579076118,Zhang_2013,41
neuroscience,Zhu,2010,14,16,-1.520068931,Zhu_2010,30
neuroscience,Zhu,2010,14,16,-1.195958753,Zhu_2010,30
neuroscience,Zhu,2010,14,16,-0.881240055,Zhu_2010,30
neuroscience,Zhu,2010,14,16,-1.516470949,Zhu_2010,30
neuroscience,Zhu,2011,17,17,-0.342852199,Zhu_2011,34
neuroscience,Zhu,2007,6,6,0.081131268,Zhu_2007,12
neuroscience,Zhu,2007,7,7,-0.116560698,Zhu_2007,14
neuroscience,Zuckerman,2003,5,5,0.070142403,Zuckerman_2003,10
neuroscience,Zuckerman,2003,8,8,0.030385334,Zuckerman_2003,16
metabolism,Cao,2015,9,13,1.010830369,Cao_2015,22
metabolism,Cao,2015,9,13,0.740746122,Cao_2015,22
metabolism,Cao,2015,8,8,-1.011372981,Cao_2015,16
metabolism,Cao,2015,8,8,-0.925776299,Cao_2015,16
metabolism,Cao,2015,9,13,0.648552991,Cao_2015,22
metabolism,Cao,2015,9,13,0.133046923,Cao_2015,22
metabolism,Cao,2015,8,8,0.327642149,Cao_2015,16
metabolism,Cao,2015,8,8,-0.567074741,Cao_2015,16
metabolism,GÃ¡mez,2015,10,10,2.354216062,GÃ¡mez_2015,20
metabolism,Strakovsky,2015,5,5,0.418178627,Strakovsky_2015,10
metabolism,Strakovsky,2015,5,5,0.160890382,Strakovsky_2015,10
metabolism,Strakovsky,2015,6,6,-0.257187812,Strakovsky_2015,12
metabolism,Strakovsky,2015,6,6,1.499072436,Strakovsky_2015,12
metabolism,Strakovsky,2015,6,6,-0.220565398,Strakovsky_2015,12
metabolism,Strakovsky,2015,6,6,1.252044353,Strakovsky_2015,12
metabolism,Susiarjo,2015,9,7,-0.196188948,Susiarjo_2015,16
metabolism,Susiarjo,2015,9,13,-0.021938051,Susiarjo_2015,22
metabolism,Susiarjo,2015,13,9,1.173752646,Susiarjo_2015,22
metabolism,Susiarjo,2015,13,15,0.455257254,Susiarjo_2015,28
metabolism,Susiarjo,2015,5,4,0.211618201,Susiarjo_2015,9
metabolism,Susiarjo,2015,5,5,0.455291457,Susiarjo_2015,10
metabolism,Susiarjo,2015,13,10,1.586756979,Susiarjo_2015,23
metabolism,Susiarjo,2015,13,9,1.492664914,Susiarjo_2015,22
metabolism,Veiga-Lopez,2015a,4,4,-0.307816813,Veiga-Lopez_2015a,8
metabolism,Veiga-Lopez,2015a,6,6,0.329060878,Veiga-Lopez_2015a,12
metabolism,Veiga-Lopez,2015b,4,4,0.416993527,Veiga-Lopez_2015b,8
metabolism,Veiga-Lopez,2015b,6,6,-0.380098094,Veiga-Lopez_2015b,12
metabolism,Ferguson,2014,12,11,-0.077289994,Ferguson_2014,23
metabolism,Ferguson,2014,12,12,0.41057256,Ferguson_2014,24
metabolism,Ferguson,2014,12,11,-0.288924047,Ferguson_2014,23
metabolism,Ferguson,2014,12,12,-0.74076877,Ferguson_2014,24
metabolism,Gamez,2014,10,10,3.414059328,Gamez_2014,20
metabolism,Garcia-Arevalo,2014,38,30,1.074890444,Garcia-Arevalo_2014,68
metabolism,Garcia-Arevalo,2014,6,6,2.096666908,Garcia-Arevalo_2014,12
metabolism,Garcia-Arevalo,2014,8,8,0.168733327,Garcia-Arevalo_2014,16
metabolism,Garcia-Arevalo,2014,6,6,-0.139132701,Garcia-Arevalo_2014,12
metabolism,Garcia-Arevalo,2014,5,5,2.252245401,Garcia-Arevalo_2014,10
metabolism,Garcia-Arevalo,2014,5,5,0.862583186,Garcia-Arevalo_2014,10
metabolism,Jiang,2014,8,8,3.813826631,Jiang_2014,16
metabolism,Jiang,2014,8,8,3.419927649,Jiang_2014,16
metabolism,Jiang,2014,8,8,1.474135712,Jiang_2014,16
metabolism,Jiang,2014,8,8,1.440303248,Jiang_2014,16
metabolism,Nanjappa,2014,8,8,-0.46130871,Nanjappa_2014,16
metabolism,Nanjappa,2014,8,8,-0.790224326,Nanjappa_2014,16
metabolism,Nanjappa,2014,8,8,-0.355209121,Nanjappa_2014,16
metabolism,Nanjappa,2014,8,8,-0.674739846,Nanjappa_2014,16
metabolism,vanEsterik,2014,9,10,-1.108620998,vanEsterik_2014,19
metabolism,vanEsterik,2014,9,7,-0.046686711,vanEsterik_2014,16
metabolism,vanEsterik,2014,9,10,-0.136410608,vanEsterik_2014,19
metabolism,vanEsterik,2014,9,9,-0.670973617,vanEsterik_2014,18
metabolism,vanEsterik,2014,9,10,-1.28583229,vanEsterik_2014,19
metabolism,vanEsterik,2014,9,4,-0.605560633,vanEsterik_2014,13
metabolism,vanEsterik,2014,9,8,-2.337071414,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,9,0.354334189,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,1.31849518,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,1.479311633,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,2.86170248,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,10,-0.340703706,vanEsterik_2014,18
metabolism,vanEsterik,2014,8,9,1.583679061,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,1.385261076,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,-0.097430955,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,1.128926694,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,1.337138961,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,0.860771093,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,10,0.194657005,vanEsterik_2014,18
metabolism,vanEsterik,2014,8,9,1.200792747,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,1.115813289,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,0.701134304,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,0.861617932,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,7,1.150465839,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,0.556784534,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,7,0.045991115,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,9,1.074093851,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,1.1736048,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,1.161070064,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,0.704270367,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,7,0.670695518,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,0.928265929,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,7,0.826753302,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,9,0.618058384,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,0.989862003,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,0.944813585,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,0.938610987,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,7,0.808045366,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,0.878005773,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,7,0.119574549,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,9,0.752721607,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,1.348174443,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,1.214388299,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,0.896435138,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,7,0.872794483,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,0.549461875,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,7,-0.012804136,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,9,0.826775834,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,1.001061401,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,0.807043089,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,0.410287853,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,7,0.888936167,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,0.756418012,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,7,0.306990015,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,9,0.772471246,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,0.765667098,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,0.62142373,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,0.724262905,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,7,0.750321051,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,0.73765343,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,7,0.279234255,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,9,1.170002957,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,0.600503522,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,1.077940022,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,1.930873271,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,7,1.197879934,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,0.865013294,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,7,0.444058064,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,9,1.056703542,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,1.269898645,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,-0.144834619,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,1.991251736,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,7,0.720511435,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,0.911979402,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,7,-0.040737903,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,9,0.470712511,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,0.640148073,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,9,0.480042338,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,7,1.068327675,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,7,0.603082189,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,8,0.937565954,vanEsterik_2014,16
metabolism,vanEsterik,2014,8,7,0,vanEsterik_2014,15
metabolism,vanEsterik,2014,8,9,0.855072837,vanEsterik_2014,17
metabolism,vanEsterik,2014,8,8,1.028073378,vanEsterik_2014,16
metabolism,Wei,2014,6,6,2.260254004,Wei_2014,12
metabolism,Wei,2014,6,6,3.577993174,Wei_2014,12
metabolism,Wei,2014,6,6,2.887503263,Wei_2014,12
metabolism,Anderson,2013,10,10,-0.829228784,Anderson_2013,20
metabolism,Anderson,2013,10,10,-0.605284423,Anderson_2013,20
metabolism,Anderson,2013,10,10,-0.389358477,Anderson_2013,20
metabolism,Anderson,2013,10,9,-0.663408909,Anderson_2013,19
metabolism,Anderson,2013,10,10,-0.233003997,Anderson_2013,20
metabolism,Anderson,2013,10,11,0.52395445,Anderson_2013,21
metabolism,Anderson,2013,10,9,-0.299004521,Anderson_2013,19
metabolism,Anderson,2013,10,10,-0.926026026,Anderson_2013,20
metabolism,Anderson,2013,10,10,-0.793907421,Anderson_2013,20
metabolism,Anderson,2013,10,9,-0.767380631,Anderson_2013,19
metabolism,Anderson,2013,10,10,-0.046589906,Anderson_2013,20
metabolism,Anderson,2013,10,11,0.087281185,Anderson_2013,21
metabolism,Anderson,2013,10,9,-0.183980471,Anderson_2013,19
metabolism,Anderson,2013,10,10,-0.757135099,Anderson_2013,20
metabolism,Anderson,2013,10,10,-0.406934673,Anderson_2013,20
metabolism,Anderson,2013,10,9,-0.721346468,Anderson_2013,19
metabolism,Anderson,2013,10,10,0.2840865,Anderson_2013,20
metabolism,Anderson,2013,10,11,0.371743494,Anderson_2013,21
metabolism,Anderson,2013,10,9,0.123110064,Anderson_2013,19
metabolism,Anderson,2013,10,11,-0.094055583,Anderson_2013,21
metabolism,Anderson,2013,10,9,0.059275216,Anderson_2013,19
metabolism,Anderson,2013,9,9,-0.066602646,Anderson_2013,18
metabolism,Anderson,2013,9,10,-0.479514052,Anderson_2013,19
metabolism,Anderson,2013,9,9,-0.706456609,Anderson_2013,18
metabolism,Anderson,2013,10,10,-0.007089325,Anderson_2013,20
metabolism,Anderson,2013,10,11,-0.3679845,Anderson_2013,21
metabolism,Anderson,2013,10,9,-0.187471677,Anderson_2013,19
metabolism,Angle,2013,39,30,0.211063908,Angle_2013,69
metabolism,Angle,2013,39,24,0.08934968,Angle_2013,63
metabolism,Angle,2013,39,33,-0.06971699,Angle_2013,72
metabolism,Angle,2013,39,38,-0.083117795,Angle_2013,77
metabolism,Angle,2013,39,30,0.291446977,Angle_2013,69
metabolism,Angle,2013,39,24,0.358076264,Angle_2013,63
metabolism,Angle,2013,39,39,0.434550524,Angle_2013,78
metabolism,Angle,2013,39,33,-0.40656116,Angle_2013,72
metabolism,Angle,2013,39,38,0.237590627,Angle_2013,77
metabolism,Angle,2013,14,9,0.575792323,Angle_2013,23
metabolism,Angle,2013,14,12,-0.266534579,Angle_2013,26
metabolism,Angle,2013,14,12,0.767931397,Angle_2013,26
metabolism,Angle,2013,14,11,0.164666842,Angle_2013,25
metabolism,Angle,2013,14,14,-0.300438585,Angle_2013,28
metabolism,Angle,2013,14,9,0.2814217,Angle_2013,23
metabolism,Angle,2013,14,12,-0.177309833,Angle_2013,26
metabolism,Angle,2013,14,12,1.019069928,Angle_2013,26
metabolism,Angle,2013,14,11,0.312034663,Angle_2013,25
metabolism,Angle,2013,14,14,-0.166895474,Angle_2013,28
metabolism,Angle,2013,6,6,0.592773901,Angle_2013,12
metabolism,Angle,2013,6,6,-0.175798104,Angle_2013,12
metabolism,Angle,2013,6,6,1.105014096,Angle_2013,12
metabolism,Angle,2013,6,6,0.765975618,Angle_2013,12
metabolism,Angle,2013,6,6,1.431494844,Angle_2013,12
metabolism,DeCatanzaro,2013,15,15,-0.074954732,DeCatanzaro_2013,30
metabolism,DeCatanzaro,2013,15,15,0.212992835,DeCatanzaro_2013,30
metabolism,DeCatanzaro,2013,15,15,0.399758569,DeCatanzaro_2013,30
metabolism,Lee,2013,10,10,-0.373938373,Lee_2013,20
metabolism,Lee,2013,10,10,2.303055421,Lee_2013,20
metabolism,Lee,2013,15,14,-1.846645415,Lee_2013,29
metabolism,Lee,2013,10,10,-0.719231923,Lee_2013,20
metabolism,Lee,2013,10,10,2.303055421,Lee_2013,20
metabolism,Lee,2013,10,10,0.493511559,Lee_2013,20
metabolism,Lee,2013,10,10,2.211046182,Lee_2013,20
metabolism,Lee,2013,10,10,0.553964833,Lee_2013,20
metabolism,Lee,2013,10,10,2.738256926,Lee_2013,20
metabolism,Lee,2013,10,10,0.523668833,Lee_2013,20
metabolism,Lee,2013,10,10,1.342185807,Lee_2013,20
metabolism,Lee,2013,10,10,1.210874991,Lee_2013,20
metabolism,Lee,2013,10,10,1.67473938,Lee_2013,20
metabolism,Lee,2013,10,10,-1.116185364,Lee_2013,20
metabolism,Lee,2013,10,10,1.404028609,Lee_2013,20
metabolism,Lee,2013,10,10,0.265015371,Lee_2013,20
metabolism,Lee,2013,10,10,0.643348838,Lee_2013,20
metabolism,Lee,2013,10,10,0.608968765,Lee_2013,20
metabolism,Ma,2013,6,6,1.904433255,Ma_2013,12
metabolism,Mackay,2013,3,3,0.460658932,Mackay_2013,6
metabolism,Mackay,2013,3,3,0.276395359,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.070870599,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.177176497,Mackay_2013,6
metabolism,Mackay,2013,3,3,0.460658932,Mackay_2013,6
metabolism,Mackay,2013,3,3,1.658372155,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.388495008,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.938520883,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.813872365,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.203468091,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.293203964,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.829591203,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.460318016,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.180658408,Mackay_2013,6
metabolism,Mackay,2013,3,3,0.78877252,Mackay_2013,6
metabolism,Mackay,2013,3,3,2.530880572,Mackay_2013,6
metabolism,Mackay,2013,3,3,1.083950446,Mackay_2013,6
metabolism,Mackay,2013,3,3,2.622192715,Mackay_2013,6
metabolism,Mackay,2013,3,3,0.390848333,Mackay_2013,6
metabolism,Mackay,2013,3,3,1.611888002,Mackay_2013,6
metabolism,Mackay,2013,3,3,0.767196693,Mackay_2013,6
metabolism,Mackay,2013,3,3,1.841272063,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.942161915,Mackay_2013,6
metabolism,Mackay,2013,3,3,-0.659547481,Mackay_2013,6
metabolism,Mackay,2013,3,3,1.236694894,Mackay_2013,6
metabolism,Mackay,2013,3,3,0.925546091,Mackay_2013,6
metabolism,Patel,2013,8,8,-1.225436524,Patel_2013,16
metabolism,Patel,2013,8,8,-0.745545998,Patel_2013,16
metabolism,Patel,2013,8,8,-1.002627673,Patel_2013,16
metabolism,Patel,2013,8,8,-0.074268739,Patel_2013,16
metabolism,Patel,2013,8,8,-0.485484155,Patel_2013,16
metabolism,Patel,2013,8,8,0.255147843,Patel_2013,16
metabolism,Patel,2013,8,8,0.063972359,Patel_2013,16
metabolism,Patel,2013,8,8,0.086454672,Patel_2013,16
metabolism,Patel,2013,8,8,0.702454308,Patel_2013,16
metabolism,Patel,2013,8,8,0.49530753,Patel_2013,16
metabolism,Zhang,2013,32,31,1.142244188,Zhang_2013,63
metabolism,Zhang,2013,32,32,0.990146225,Zhang_2013,64
metabolism,Zhang,2013,32,32,0.864665862,Zhang_2013,64
metabolism,Cagampang,2012,6,8,2.291087101,Cagampang_2012,14
metabolism,Cagampang,2012,6,8,1.067096841,Cagampang_2012,14
metabolism,Cagampang,2012,6,8,0.830213955,Cagampang_2012,14
metabolism,Cagampang,2012,6,8,0.610462147,Cagampang_2012,14
metabolism,Cagampang,2012,6,8,5.889100677,Cagampang_2012,14
metabolism,Cagampang,2012,6,8,2.541114133,Cagampang_2012,14
metabolism,Cagampang,2012,6,8,1.064431611,Cagampang_2012,14
metabolism,Cagampang,2012,6,8,2.142325008,Cagampang_2012,14
metabolism,Cagampang,2012,6,8,1.09940358,Cagampang_2012,14
metabolism,Cagampang,2012,6,8,2.624040444,Cagampang_2012,14
metabolism,Kobayashi,2012,10,10,-0.128075832,Kobayashi_2012,20
metabolism,Kobayashi,2012,10,10,-0.194236976,Kobayashi_2012,20
metabolism,Kobayashi,2012,10,10,0.091921265,Kobayashi_2012,20
metabolism,Kobayashi,2012,10,10,-0.263427877,Kobayashi_2012,20
metabolism,Kobayashi,2012,10,10,0.934875746,Kobayashi_2012,20
metabolism,Kobayashi,2012,10,10,-0.959305922,Kobayashi_2012,20
metabolism,Kobayashi,2012,10,10,-0.61413754,Kobayashi_2012,20
metabolism,Kobayashi,2012,10,10,0.535742119,Kobayashi_2012,20
metabolism,Kobayashi,2012,10,10,0.059373484,Kobayashi_2012,20
metabolism,Xu,2012,10,10,-0.328069671,Xu_2012,20
metabolism,Xu,2012,10,10,0.580433812,Xu_2012,20
metabolism,Xu,2012,10,10,1.018622765,Xu_2012,20
metabolism,Xu,2012,10,10,-0.275306336,Xu_2012,20
metabolism,Adewale,2011,8,9,1.230258885,Adewale_2011,17
metabolism,Adewale,2011,8,8,0.222807272,Adewale_2011,16
metabolism,Ferguson,2011,13,13,-0.5010032,Ferguson_2011,26
metabolism,Ferguson,2011,13,13,-0.935684366,Ferguson_2011,26
metabolism,Ferguson,2011,10,10,-0.274029659,Ferguson_2011,20
metabolism,Ferguson,2011,10,10,0,Ferguson_2011,20
metabolism,Viberg,2011,15,15,-1.071952823,Viberg_2011,30
metabolism,Viberg,2011,15,15,-0.978382758,Viberg_2011,30
metabolism,Viberg,2011,15,15,-2.912540246,Viberg_2011,30
metabolism,Viberg,2011,15,15,0.089744091,Viberg_2011,30
metabolism,Viberg,2011,15,15,-0.289710638,Viberg_2011,30
metabolism,Viberg,2011,15,15,-0.089744091,Viberg_2011,30
metabolism,Wei,2011,6,6,1.506523442,Wei_2011,12
metabolism,Wei,2011,6,6,2.262921577,Wei_2011,12
metabolism,Wei,2011,6,6,0.714606814,Wei_2011,12
metabolism,Wei,2011,6,6,1.772721329,Wei_2011,12
metabolism,Wei,2011,6,6,1.506839546,Wei_2011,12
metabolism,Wei,2011,6,6,1.318481954,Wei_2011,12
metabolism,Xu,2011,7,7,-0.529708532,Xu_2011,14
metabolism,Xu,2011,7,7,0.81990515,Xu_2011,14
metabolism,Xu,2011,7,7,1.857922717,Xu_2011,14
metabolism,Alonso-Magdalena,2010,33,36,-0.878133923,Alonso-Magdalena_2010,69
metabolism,Alonso-Magdalena,2010,33,38,-0.631544387,Alonso-Magdalena_2010,71
metabolism,Alonso-Magdalena,2010,26,36,0.412613602,Alonso-Magdalena_2010,62
metabolism,Alonso-Magdalena,2010,33,36,-0.48501524,Alonso-Magdalena_2010,69
metabolism,Alonso-Magdalena,2010,33,38,-0.515650056,Alonso-Magdalena_2010,71
metabolism,Alonso-Magdalena,2010,26,36,-0.032528479,Alonso-Magdalena_2010,62
metabolism,Alonso-Magdalena,2010,26,38,-0.721105543,Alonso-Magdalena_2010,64
metabolism,Alonso-Magdalena,2010,6,6,1.877249572,Alonso-Magdalena_2010,12
metabolism,Alonso-Magdalena,2010,6,6,1.194878242,Alonso-Magdalena_2010,12
metabolism,Alonso-Magdalena,2010,6,6,0.076074836,Alonso-Magdalena_2010,12
metabolism,Alonso-Magdalena,2010,6,6,0.139903187,Alonso-Magdalena_2010,12
metabolism,Fernandez,2010,6,6,0.025603129,Fernandez_2010,12
metabolism,Fernandez,2010,6,6,0.086140057,Fernandez_2010,12
metabolism,Ryan,2010a,33,7,-0.31942665,Ryan_2010a,40
metabolism,Ryan,2010a,33,13,-0.539983909,Ryan_2010a,46
metabolism,Ryan,2010a,33,15,-0.451534843,Ryan_2010a,48
metabolism,Ryan,2010b,10,10,-0.592521507,Ryan_2010b,20
metabolism,Ryan,2010b,10,10,0.723450393,Ryan_2010b,20
metabolism,Ryan,2010b,8,6,-0.152877392,Ryan_2010b,14
metabolism,Ryan,2010b,8,8,-0.682782099,Ryan_2010b,16
metabolism,Ryan,2010b,10,10,-0.080762929,Ryan_2010b,20
metabolism,Xu,2010,10,10,-1.557460817,Xu_2010,20
metabolism,Xu,2010,10,10,-1.662939255,Xu_2010,20
metabolism,Xu,2010,10,10,-0.95025253,Xu_2010,20
metabolism,Xu,2010,10,10,1.532241586,Xu_2010,20
metabolism,Salian,2009,24,24,0.942716814,Salian_2009,48
metabolism,Salian,2009,24,24,0.132901396,Salian_2009,48
metabolism,Somm,2009,26,26,1.027555153,Somm_2009,52
metabolism,Salian,2009,55,45,0.423990384,Salian_2009,100
metabolism,Salian,2009,10,10,1.015739555,Salian_2009,20
metabolism,Somm,2009,8,8,0.935790022,Somm_2009,16
metabolism,Somm,2009,8,8,0.405290477,Somm_2009,16
metabolism,Somm,2009,10,10,2.454991759,Somm_2009,20
metabolism,Somm,2009,10,10,0.858196587,Somm_2009,20
metabolism,Somm,2009,10,10,1.559138564,Somm_2009,20
metabolism,Somm,2009,10,10,0.295577489,Somm_2009,20
metabolism,Somm,2009,10,10,-0.12200509,Somm_2009,20
metabolism,Somm,2009,10,10,0.647105276,Somm_2009,20
metabolism,Howdeshell,2008,33,7,-0.458309195,Howdeshell_2008,40
metabolism,Howdeshell,2008,33,13,-0.470054266,Howdeshell_2008,46
metabolism,Howdeshell,2008,24,7,-0.325746172,Howdeshell_2008,31
metabolism,Howdeshell,2008,24,13,-0.032101505,Howdeshell_2008,37
metabolism,Howdeshell,2008,24,18,-0.411430786,Howdeshell_2008,42
metabolism,Patisaul,2008,6,6,1.075093127,Patisaul_2008,12
metabolism,Vandenberg,2008,6,6,-1.011533651,Vandenberg_2008,12
metabolism,Vandenberg,2008,6,6,-0.197435887,Vandenberg_2008,12
metabolism,Vandenberg,2008,6,6,-0.924915926,Vandenberg_2008,12
metabolism,Vandenberg,2008,6,6,2.009054863,Vandenberg_2008,12
metabolism,Durando,2007,11,11,-0.444129429,Durando_2007,22
metabolism,Newbold,2007,24,24,0.640886291,Newbold_2007,48
metabolism,Newbold,2007,24,24,-0.21763489,Newbold_2007,48
metabolism,Newbold,2007,24,24,0.087503702,Newbold_2007,48
metabolism,Kato,2006,8,8,-0.112075442,Kato_2006,16
metabolism,Kato,2006,8,8,-0.098394113,Kato_2006,16
metabolism,Kato,2006,8,8,-0.593835608,Kato_2006,16
metabolism,Kato,2006,8,8,-0.478048587,Kato_2006,16
metabolism,Kato,2006,8,8,-0.422745543,Kato_2006,16
metabolism,Kato,2006,8,8,0.461388855,Kato_2006,16
metabolism,Kato,2006,8,8,0.04174362,Kato_2006,16
metabolism,Kato,2006,8,8,0.076685437,Kato_2006,16
metabolism,Ryan,2006,62,56,-0.027823745,Ryan_2006,118
